;cleaned_tweet;polarity;sentimen;;;;;;;;;;;;;;
9694;juluk salt bae chef atau kepala chef nusret gokce banjir kritik karena sentuh bahkan cium trofi piala dunia 2022 milik timnas argentina;-0,125;-1;;;;;;;;;;;;;;
9695;argentina siap sambut pulang lionel messi cs gelar parade juara piala dunia 2022;0,25;1;;;;;;;;;;;;;;
9696;8 tahun cadang di arsenal emiliano martinez kini pahlawan argentina di piala dunia 2022;0;0;;;;;;;;;;;;;;
9697;pesan kakanwil kemenkumham faisol ali akhir piala dunia tahun 2022 qatar kumham sulbar newskemenkumham kanwilsulbar kumhamsulbar faisolali yasonna faisolali2022 faisol ali;0;0;;;;;;;;;;;;;;
9698;nyanyi drake dukung argentina di final piala dunia 2022 tapi ia bahkan kalah taruh kok bisa internasional adadikompas;0;0;;;;;;;;;;;;;;
9699;bagi mereka yang agama sepak bola trofi piala dunia adalah sembah suci;0;0;;;;;;;;;;;;;;
9700;enesbuttrust nocontextfooty mbappe juara piala dunia umur 19;0;0;;;;;;;;;;;;;;
9701;the redsindo min tri dulu tahu trofi piala dunia hanya boleh pegang juara atau kepala negara apakah atur itu sudah ubah;0;0;;;;;;;;;;;;;;
9702;kenduri syukur anak grad kenduri syukur argentina menang piala dunia;0;0;;;;;;;;;;;;;;
9703;ini yang skrng jadi viral 18 besok senin raul los diving theo licha di maria extra time pildun sudah 2 0 nonton bareng piala dunia all in france mbappe penalti fifaworldcup indosiar argentina ambil alchemyofsouls2ep4 ometvbugil;0;0;;;;;;;;;;;;;;
9704;selamat kepada argentina messi karena menang piala dunia vinu akan terus latih gera kita vinu vitainu;0,5;1;;;;;;;;;;;;;;
9705;belum piala dunia 2022 mulai rodrigo adik paul telah milik firasat argentina bakal keluar bagai juara kumparanbola;0;0;;;;;;;;;;;;;;
9706;top 3 berita bola sikap emiliano martinez usai argentina jadi juara piala dunia 2022 kecam roy keane;0,5;1;;;;;;;;;;;;;;
9707;pasang kasih di negara bagi kerala di india selatan meni dengan kena kaus bola messi dan mbappe jelang final piala dunia 2022;0,166666667;1;;;;;;;;;;;;;;
9708;berita sembang santai ybtm kbs sama belia melaka riah sempena lawan akhir piala dunia qatar 2022 bahagiansukan jbsnbersama teamjbsn jbsnm;-0,25;-1;;;;;;;;;;;;;;
9709;1 kakanwil kemenkumham sumsel harun sulianto apresiasi lembaga pemasyarakatan palembang gelar acara nonton bareng piala dunia 2022 yang hadir oleh jabat struktural jajar pegawai lembaga pemasyarakatan lembaga pemasyarakatan kelas i palembang kemenkumham ri kumhamsumsel harun sulianto kumhamsumsel harunsulianto;0;0;;;;;;;;;;;;;;
9710;mau messi menang piala dunia 1000 kali pun idol saya tetep cr7 cristiano ronaldo dos santos;0,5;1;;;;;;;;;;;;;;
9711;sport7trans7 dari sini kalau menang terus nanti ke mana saja biar masuk piala dunia ada yang tahu;0,8;1;;;;;;;;;;;;;;
9712;ranking fifa usai piala dunia 2022 argentina naik peringkat brasil tetap atas maroko lesat pialadunia2022 argentina prancis maroko ehsan jatim messi kylian mbappe;0,3;1;;;;;;;;;;;;;;
9713;cristiano time7 kabarin iya kalau bang dodo udh punya piala dunia hehehe;0;0;;;;;;;;;;;;;;
9714;piala dunia qtar 2022;0;0;;;;;;;;;;;;;;
9715;update rangking fifa telah argentina jadi juara piala dunia 2022 tim tango bukan urut atas rangkingfifa fifaworldcup argentina brasil prancis viral;0;0;;;;;;;;;;;;;;
9716;ansar dan soerya nonton bareng final piala dunia 2022 sama masyarakat batam;0;0;;;;;;;;;;;;;;
9717;klub sumbang main banyak raih gelar piala dunia;0,5;1;;;;;;;;;;;;;;
9718;argentina sukses jadi juara piala dunia 2022 itu arti tim tango sudah 3 kali juara piala dunia kira kira kapan yah sob ada bendera indonesia di daftar menang piala dunia argentina pialadunia pialadunia2022 fifaworldcup qatar2022 sepakbola indosport;0,625;1;;;;;;;;;;;;;;
9719;trnyata awal gtu gaes skarang bisa jadi viral sedikit 18 besok senin raul los diving theo licha di maria extra time pildun sudah 2 0 nonton bareng piala dunia all in france mbappe penalti fifaworldcup indosiar argentina ambil alchemyofsouls2ep4;0,004166667;1;;;;;;;;;;;;;;
9720;ada hal yang harus pikir matang matang oleh lionel messi telah juara piala dunia 2022;0,1;1;;;;;;;;;;;;;;
9721;harga bisht di qatar lambung tinggi usai pakai lionel messi saat angkat trofi piala dunia 2022 via tribuntravel;0,16;1;;;;;;;;;;;;;;
9722;nyanyi drake dukung argentina di final piala dunia 2022 tapi ia bahkan kalah taruh kok bisa internasional adadikompas;0;0;;;;;;;;;;;;;;
9723;idextratime semua stamina sudah serap di piala dunia kalau lagi niat nonton kalau lagi tidak niat lihat berita cukup;0,15;1;;;;;;;;;;;;;;
9724;foto gempita menang argentina jadi juara di piala dunia 2022 buat juta warga kumpul di buenos aires begini tampak dari udara;0,5;1;;;;;;;;;;;;;;
9725;warga argentina geram orang asing sentuh trofi piala dunia;0;0;;;;;;;;;;;;;;
9726;sambut hangat warga paris pada timnas perancis pasca piala dunia 2022;0,466666667;1;;;;;;;;;;;;;;
9727;paulo dybala tidak banyak beri sempat lama piala dunia 2022 namun serang argentina itu mampu jalan tugas dengan baik saat butuh juaraboladunia;0,216666667;1;;;;;;;;;;;;;;
9728;pildun sudah akhir tahun 2022 sebentar lagi akhir dan messi cs sudah dapat piala dunia lah saya masih gini2 saja;0;0;;;;;;;;;;;;;;
9729;atur sebut juga laku untuk seluruh dukung dari negara yang partisipasi dalam gelar piala dunia 2022 baca lengkap;0,35;1;;;;;;;;;;;;;;
9730;iki seru ini nonton bareng you ll gon na be missed piala dunia sampai jumpa 4 tahun lagi;0,3;1;;;;;;;;;;;;;;
9731;agam bantu telah beri jokowi kepada para giat umkm dari latih hingga sedia akses pasar btswrapped2022 songhyekyo yettocomeincinemas argentina messi mbappe susanti ehsan nikah piala dunia narnia upin ipin sarap percy jackson yet to come pagi pagi;0;0;;;;;;;;;;;;;;
9732;terima kasih kepada 2 3 juta rakyat malaysia yang tonton lawan akhir piala dunia qatar 2022 terusi rtmklik yang sahih di berita rtm rtm beritartm rtmklik pialadunia2022rtm langkawifm rtm;0;0;;;;;;;;;;;;;;
9733;sambut hangat warga paris pada timnas perancis pasca piala dunia 2022;0,466666667;1;;;;;;;;;;;;;;
9734;piala dunia qatar paket lengkap drama tangis dan kejut;-0,05;-1;;;;;;;;;;;;;;
9735;piala dunia lanjut mungkin udh pada nikah iya;0,25;1;;;;;;;;;;;;;;
9736;buat saya pribadi benar saya tidak kecewa tapi ini buat motivasi saya untuk bisa jadi lebih baik lagi karena ke depan ada event piala dunia kamu 20 saya harus tampil lebih baik di situ kata dzaky asraf;0,34375;1;;;;;;;;;;;;;;
9737;idextratime tetapi goat yang sungguh gak perluh menang piala dunia untuk capai 519jt followers;0,5;1;;;;;;;;;;;;;;
9738;telah piala dunia tidak ada lagi jam begadang;-0,275;-1;;;;;;;;;;;;;;
9739;prestasi argentina menang piala dunia 2022 jadi sorot saat masa tanding tim ini pasok ratus kilogram daging dan minum tradisional waw bikin mau;0,25;1;;;;;;;;;;;;;;
9740;messi pertaruangan yang dramatis selamat buat team argentina bagai juara piala dunia 2022;-0,433333333;-1;;;;;;;;;;;;;;
9741;lionel messi main baik piala dunia 2022;0,7;1;;;;;;;;;;;;;;
9742;moga piala dunia kamu 20 di indonesia tahun depan jalan dengan baik bangkitbersamaet;0;0;;;;;;;;;;;;;;
9743;media prancis nilai menang argentina di piala dunia 2022 tidak sah dan harus anulir liputan6;0,3;1;;;;;;;;;;;;;;
9744;budimandjatmiko messi dari pertama bekiprah di pentas dunia sampai hasil bawa argentina julang piala dunia skill nya tidak pernah ubah itu lah buah lebih nya dan ini akan nenjadi catat tinta emas di sejarah sepak bola;0,375;1;;;;;;;;;;;;;;
9745;indonesia jadi tuan rumah kompetisi sepak bola paling akbar piala dunia kamu 20 pada 2023 terus siap baru erick thohir dan menpora zainudin amal temu presiden fifa gianni infantino erick ingin indonesia contoh qatar erickthohir bangkitbersamaet;0,4;1;;;;;;;;;;;;;;
9746;tulis dari empat tahun lalu ini harus revisi karena messi telah bawa argentina juara copa america dan kemudian piala dunia kukuh diri bagai mungkin main baik di dunia walau sikap saya tetap sama maradona garis keras;-0,066666667;-1;;;;;;;;;;;;;;
9747;foto final piala dunia 2022 sita perhati dunia tidak kecuali elon musk bahkan ia sampai kesima ketika tonton langsung di stadion lusail begini momen;0,05;1;;;;;;;;;;;;;;
9748;debat siapa sepak bola paling hebat abad ini tentu sudah selesai telah lionel messi hasil bawa argentina juara piala dunia 2022 trofi gengsi yang bawa pulang messi dan kawan-kawan ini jadi lipur lara di tengah ekonomi negara sedang tidak baik baik saja;0,2375;1;;;;;;;;;;;;;;
9749;negara yang merana meski jadi juara piala dunia kenapa iya a thread pialadunia argentina finance portofolioindonesia;-0,25;-1;;;;;;;;;;;;;;
9750;program dana desa era jokowi jalan dengan optimal btswrapped2022 songhyekyo yettocomeincinemas argentina messi mbappe susanti ehsan nikah piala dunia narnia upin ipin sarap percy jackson yet to come pagi pagi;0;0;;;;;;;;;;;;;;
9751;rencana indonesia jadi tuan rumah kompetisi sepak bola paling akbar piala dunia kamu 20 pada 2023 terus siap baru erick thohir dan menpora zainudin amal temu presiden fifa gianni infantino erick ingin indonesia contoh qatar erickthohir bangkitbersamaet;0,35;1;;;;;;;;;;;;;;
9752;matthaeus cristiano ronaldo telah jadi kecewa di piala dunia bursatransfer cristianoronaldo manchesterunited pialadunia2022;-0,75;-1;;;;;;;;;;;;;;
9753;foto populer argentina juara piala dunia hingga jokowi serah kur;0,6;1;;;;;;;;;;;;;;
9754;fifa telah tunjuk negara negara di bagi amerika utara bagai tuan rumah piala dunia 2026;0;0;;;;;;;;;;;;;;
9755;budimandjatmiko prestasi masih lebih hebat ronaldo brazil lah soal piala dunia mbappe umur 19 sudah juar dunia aia masih ada banyak prestasi yang dikenal juga sebagai raih;0,433333333;1;;;;;;;;;;;;;;
9756;bola piala dunia buat di indonesia nia ramadhani mirip sibirubiru hobi prankgbk;0;0;;;;;;;;;;;;;;
9757;astaghfirullah fantastis judi bola lama piala dunia 2022 tembus rp 545 triliun;0,25;1;;;;;;;;;;;;;;
9758;dalam rangka riah piala dunia 2022 togel88 quiz corner bagi bagi hadiah special dengan banyak pilih bonus yang bisa di menang contact support togel88 whatsapp link alternatif togel88 idnslot slot;0,357142857;1;;;;;;;;;;;;;;
9759;terima kasih kepada 2 3 juta rakyat malaysia yang tonton lawan akhir piala dunia qatar 2022 terusi rtmklik yang sahih di berita rtm rtm beritartm rtmklik pialadunia2022rtm;0;0;;;;;;;;;;;;;;
9760;aamiin ini dia doa jokowi pada 1 000 hari wafat ibunda jokowi btswrapped2022 songhyekyo yettocomeincinemas argentina messi mbappe susanti ehsan nikah piala dunia narnia upin ipin sarap percy jackson yet to come pagi pagi;0;0;;;;;;;;;;;;;;
9761;drake telah kalah rp 15 miliar telah pasang taruh di tanding final piala dunia waduh banyak banget iya blistener roadshow;0;0;;;;;;;;;;;;;;
9762;video viral tiktok dua pria libat cekcok usai laga sepakbola piala dunia 2022 lewat tribunnews;0;0;;;;;;;;;;;;;;
9763;nyanyi drake dukung argentina di final piala dunia 2022 tapi ia bahkan kalah taruh kok bisa internasional adadikompas;0;0;;;;;;;;;;;;;;
9764;intip 6 stadion piala dunia kamu 20 indonesia mulai dari gbk hingga jakabaring;0;0;;;;;;;;;;;;;;
9765;dalam rangka riah piala dunia 2022 togel88 quiz corner bagi bagi hadiah special dengan banyak pilih bonus yang bisa di menang contact support togel88 whatsapp link alternatif togel88 idnslot slot;0,357142857;1;;;;;;;;;;;;;;
9766;google search catat traffic tinggi panjang sejarah saat final piala dunia 2022;0,036666667;1;;;;;;;;;;;;;;
9767;logika nah betul dunia lendir memang magnet kuat susun heula siap tunggu wkwkwk sementara tentang piala dunia dulu hahaha;0,286666667;1;;;;;;;;;;;;;;
9768;pasca raih gelar juara piala dunia 2022 sama tim argentina lionel messi pun menep kabar diri akan pensiun telah angkat trofi emas di qatar indosiarberita berita lain;0,225;1;;;;;;;;;;;;;;
9769;sedikit sekali media barat yang jujur kata bahwa selenggara piala dunia qatar 2022 ini sangat baik;0,3125;1;;;;;;;;;;;;;;
9770;turut erickthohir qatar dapat jadi contoh selenggara piala dunia salah satu tolok ukur sukses sebut adalah mampu qatar dlm saji pesta olahraga yang riah sekaligus kenal indah budaya islam lewat sepak bola erickthohir bangkitbersamaet;0,4125;1;;;;;;;;;;;;;;
9771;bisht atau jubah yang kena lionel messi saat angkat trofi piala dunia 2022 messi messi messiday jubah bisht worldcupfinal;0;0;;;;;;;;;;;;;;
9772;fs2108 the redsindo tolong mata tetes pakai obat dulu mbak piala dunia sengaja buat spasi karena itu yang buat loading medali emas olimpiade piala dunia kamu 20 copa america finalissima itu lengkap dari piala dunia;0,175;1;;;;;;;;;;;;;;
9773;foto final piala dunia 2022 sita perhati dunia tidak kecuali elon musk bahkan ia sampai kesima ketika tonton langsung di stadion lusail begini momen;0,05;1;;;;;;;;;;;;;;
9774;sekarang melihat mereka jadi latih dan assisten latih dan lihat lionel messi angkat thropy piala dunia kelassss;0;0;;;;;;;;;;;;;;
9775;raya menang tim sayang bagai juara di piala dunia orang remaja di manado bahkan jadi korban tusuk hingga tewas duga bising pawai dan knalpot motor jadi sebab jadi sebut indosiarberita berita lain;0;0;;;;;;;;;;;;;;
9776;bawa negara juara piala dunia 2022 lionel messi dengan penuh haru sampai hal ini ke publik;0;0;;;;;;;;;;;;;;
9777;cristiano ronaldo lautaro martinez masuk dalam starting xi tim buruk piala dunia 2022;-0,35;-1;;;;;;;;;;;;;;
9778;messi akhir juara piala dunia sejajar ego maradona dan mario kempes sah jadi goat;0;0;;;;;;;;;;;;;;
9779;nonton pablo aimar roberto ayala lionel scaloni dan debut lionel messi di piala dunia waktu saya masih sd kelas 3;0;0;;;;;;;;;;;;;;
9780;idextratime goreng anton sujarno sampai piala dunia tahun 2026;0;0;;;;;;;;;;;;;;
9781;juara piala dunia sepakbola fifa dari masa ke masa lewat;0;0;;;;;;;;;;;;;;
9782;pemkab palas bekerjasama bank sumut cabang sibuhuan nonton bareng final piala dunia;0;0;;;;;;;;;;;;;;
9783;gelar piala dunia 2022 di qatar bikin youtuber ini betah cebok pakai air;0;0;;;;;;;;;;;;;;
9784;emiliano martinez jelas alas selebrasi vulgar dengan tropi kiper baik piala dunia 2022 lewat youtube;0,033333333;1;;;;;;;;;;;;;;
9785;yuk bisa yuk indonesia jadi tuan rumah piala dunia u20 yang baik bangkitbersamaet;0,6;1;;;;;;;;;;;;;;
9786;kompascom demi hapus kutu piala dunia kah;0;0;;;;;;;;;;;;;;
9787;loh kirain saudara laki-laki erickthohir itu pakai biaya sendiri ada di piala dunia qatar nyata dari duit negara juga dalam rangka kunker;0,4;1;;;;;;;;;;;;;;
9788;video warga argentina geram orang asing sentuh trofi piala dunia vlix;0;0;;;;;;;;;;;;;;
9789;the redsindo samuel sudah main di piala dunia 2002 juga min;0;0;;;;;;;;;;;;;;
9790;main di togel88 bikin nyesel nyesel kenapa tidak dari dulu main di togel88 banjir scater bikin bahagia masih jadi tonton saja cus daftar biar bisa ngerasain maxwin fifa worldcup fifaworldcup fifahistory pialadunia togel88 bola sport ubo jadwalbola;0,525;1;;;;;;;;;;;;;;
9791;cetak gol banyak mbappe raih sepatu emas di piala dunia 2022;0,366666667;1;;;;;;;;;;;;;;
9792;fachrianantyo padahal tanpa dia portugal sudah lolos ke semifinal euro 2000 dan lolos ke piala dunia 2002 dengan singkir belanda tanpa dia juga benar portugal masih punya nama nama besar lain dari rentang waktu tahun 2000 s di sekarang meski nama tidak besar nama dia;-0,077380952;-1;;;;;;;;;;;;;;
9793;telah menang piala dunia akhir argentina bisa sama polri yang sudah lebih dulu punya 3 bintang;0;0;;;;;;;;;;;;;;
9794;video media prancis nilai menang argentina di piala dunia 2022 tidak sah dan harus anulir;0,25;1;;;;;;;;;;;;;;
9795;aku menang piala dunia 1978 gaya main lionel messi dan ego maradonna sangat mirip;0;0;;;;;;;;;;;;;;
9796;video gagal di piala dunia maroko tetap puja fans;-0,5;-1;;;;;;;;;;;;;;
9797;argen juara piala dunia settingan bang;0;0;;;;;;;;;;;;;;
9798;lapor baru ungkap jika maignan mungkin belum akan siap saat ac mil lakon laga perdana usai jeda piala dunia lawan salernitana pada 4 januari datang;0,168181818;1;;;;;;;;;;;;;;
9799;1 kakanwil kemenkumham sumsel harun sulianto apresiasi lembaga pemasyarakatan palembang gelar acara nonton bareng piala dunia 2022 yang hadir oleh jabat struktural jajar pegawai lembaga pemasyarakatan lembaga pemasyarakatan kelas i palembang kemenkumham ri kumhamsumsel muaradualapas lapasmuaradua rezayudhistirak;0;0;;;;;;;;;;;;;;
9800;isi sosmed ku cuma piala dunia sama lato lato;0,016666667;1;;;;;;;;;;;;;;
9801;aku dan kakak udh mulai punya kerja tetap di madiun dan usia ini world cup ini banyak banget yang aku sadarin world cup selalu penuh kejut aku ingetin mama unt nyambungin vidio ke tv karena kita mau nonton piala dunia;0,275;1;;;;;;;;;;;;;;
9802;yeayyy argentina jadi juara piala dunia qatar 2022 prediksi dan jago pak erickthohir ini pak erick thohir juga aku inspirasi dg qatar yang jadi tuan rumah dan akan terap juga nanti pas indonesia jadi tuan rumah world cup u20 tahun depan bangkitbersamaet;0,1;1;;;;;;;;;;;;;;
9803;lanjut 2018 adalah world cup aku rantau rasa sepi banget wohhhh tentu tidaaaak karena kakak sudah siap baju merch jerman buat nonton piala dunia tahun ini dia sudah kerja dan aku udh kuliah;0,023333333;1;;;;;;;;;;;;;;
9804;profil lengkap enzo fernandez main muda baik piala dunia 2022;0,225;1;;;;;;;;;;;;;;
9805;save emi martinez yang harga trofi piala dunia dan masih banyak yang nyinyir gak layak jadi kiper baik bantal basah dengan air mata iya bang;0,166666667;1;;;;;;;;;;;;;;
9806;terima kasih kepada 2 3 juta rakyat malaysia yang tonton lawan akhir piala dunia qatar 2022 terusi rtmklik anda memang baik rtmklik pialadunia2022rtm;0,35;1;;;;;;;;;;;;;;
9807;erickthohir qatar dapat jadi contoh selenggara piala dunia yang sukses bangkitbersamaet;0,75;1;;;;;;;;;;;;;;
9808;baru mau ngikutin piala dunia kok sudah selesai nyata;0,2;1;;;;;;;;;;;;;;
9809;barcabandidos lautaro overall di piala dunia emang super anyep sih mau lihat dari sisi mana pun ga ada bela buat dia terlalu banyak buang peluang dari sisi fans inter ada untung juga tidak di januari ini sepi minat;0,177777778;1;;;;;;;;;;;;;;
9810;riyansyah kalah piala dunia mas;0;0;;;;;;;;;;;;;;
9811;feelmyaespa idextratime romain molina madridxtra ozil waktu piala dunia russia;0;0;;;;;;;;;;;;;;
9812;paulo dybala tidak banyak beri sempat lama piala dunia 2022 namun serang argentina itu mampu jalan tugas dengan baik saat butuh juaraboladunia;0,216666667;1;;;;;;;;;;;;;;
9813;budimandjatmiko piala dunia saja bisa di menang budiman sudjatmiko apalagi pilpres 2024 piala dunia qatar main orang orang indonesia menang budiman sudjatmiko orang indonesia lanjut lucu tapi serius loh ini tertawa;0,104166667;1;;;;;;;;;;;;;;
9814;yakhupramadhon vtosoevtosoe medioclubid yang minta dia datang dan bahkan duduk di bangku staff itu scaloni messi tahu kan hanya messi yang tidur sendiri lama piala dunia akhir jawab aguero minta hadir pada saat argen masuk final jadi memang itu sudah siap messi dr awal;0,03;1;;;;;;;;;;;;;;
